day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,mid_price_change,returns,log_returns,sma_5,ema_5,volatility_5,rolling_return_5,price_zscore_5,sma_10,ema_10,volatility_10,rolling_return_10,price_zscore_10,sma_20,ema_20,macd,macd_signal,macd_hist,volatility_20,rolling_return_20,price_zscore_20,sma_50,ema_50,volatility_50,rolling_return_50,price_zscore_50,rsi,bb_middle,bb_std,bb_upper,bb_lower,bb_width,bb_pct,atr,atr_pct,bid_ask_imbalance,bid_ask_imbalance_sma,ob_pressure,momentum_5,volume_momentum_5,momentum_10,volume_momentum_10,momentum_20,volume_momentum_20,mean_rev_signal,trend_signal,high_20,low_20,breakout_signal,rolling_sharpe,downside_volatility_20,rolling_sortino,max_drawdown_50,alpha_signal,alpha_signal_norm
-1,0,KELP,2028.0,1.0,2026.0,2.0,2025.0,29.0,2029.0,31.0,,,,,2028.5,0.0,-7974.5,,,,2028.5,,,,,2028.5,,,,,2028.5,0.0,0.0,0.0,,,,,2028.5,,,,,,,,,,,,,-0.9374970703216552,,-7476.0703872800395,,,,,,,,0,,,0,,,,,-0.18749941406433104,0.0
-1,100,KELP,2025.0,24.0,,,,,2028.0,2.0,2029.0,22.0,,,2026.5,-13.42578125,-2.0,-0.000985950209514419,-0.0009864365781386848,,2027.8333333333335,,,,,2028.1363636363635,,,,,2028.3095238095239,-0.15954415954433898,-0.0319088319088678,-0.1276353276354712,,,,,2028.421568627451,,,,,,,,,,,,,0.8461505917284934,,1.6923011834569868,,,,,,,,0,,,0,,,,,0.06923011834569867,0.0
-1,200,KELP,2025.0,22.0,,,,,2028.0,20.0,,,,,2026.5,-30.28125,-7973.5,0.0,0.0,,2027.3888888888891,,,,,2027.8388429752063,,,,,2028.1371882086169,-0.2827249778817986,-0.08207206110345397,-0.20065291677834465,,,,,2028.3462129950021,,,,,,,,,,,,,0.04761893424063276,,379.6895721676853,,,,,,,,0,,,0,,,,,-0.09047621315187346,0.0
-1,300,KELP,2025.0,31.0,,,,,2028.0,2.0,2029.0,29.0,,,2026.5,-50.578125,0.0,0.0,0.0,,2027.0925925925928,,,,,2027.5954169797142,,,,,2027.981265522082,-0.3760122289681931,-0.1408600946764018,-0.2351521342917913,,,,,2028.2738124853943,,,,,,,,,,,,,0.8787852158023762,,0.0,,,,,,,,0,,,0,,,,,0.07575704316047524,0.0
-1,400,KELP,2025.0,27.0,,,,,2028.0,27.0,,,,,2026.5,-62.7109375,-7973.5,0.0,0.0,2026.9,2026.8950617283954,,,-0.44721359550004847,,2027.3962502561296,,,,,2027.840192615217,-0.4448154914548468,-0.2016511740320908,-0.243164317422756,,,,,2028.2042512114574,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0,,,0,,,,,-0.1,0.0
-1,500,KELP,2025.0,30.0,,,,,2028.0,30.0,,,,,2026.5,-67.703125,0.0,0.0,0.0,2026.5,2026.763374485597,0.0004409303381808802,-0.000985950209514419,,,2027.233295664106,,,,,2027.7125552232915,-0.4936520590276814,-0.2600513510312089,-0.23360070799647248,,,,,2028.137417830616,,,,,,,,,,,,,0.0,,0.0,-0.000985950209514419,0.14973262032085555,,,,,,0,,,0,,,,,-0.1,0.0
-1,600,KELP,2026.0,5.0,2025.0,31.0,,,2028.0,25.0,,,,,2027.0,-55.8828125,-7975.5,0.0002467308166789195,0.0002467003836367133,2026.6,2026.8422496570647,0.00011034137564762063,0.0002467308166789195,1.7888543819985099,,2027.190878270632,,,,,2027.6446928210732,-0.48640262269282175,-0.3053216053635315,-0.18108101732929027,,,,,2028.0928132098074,,,,,,,,,,,,,-0.6666644444518518,,-5316.982276725744,0.0002467308166789195,0.018604651162790642,,,,,,0,,,0,,,,,-0.23333288889037038,0.0
-1,700,KELP,2025.0,2.0,2024.0,23.0,,,2028.0,23.0,,,,,2026.5,-37.953125,-0.5,-0.0002466699555994101,-0.00024670038363679907,2026.6,2026.7281664380432,0.00017444351675660475,6.086107950942221e-08,-0.44721359549911904,,2027.0652640396079,,,,,2027.5356744571616,-0.5150658549353011,-0.3472704552778854,-0.1677953996574157,,,,,2028.0303499466777,,,,,,,,,,,,,-0.83999664001344,,-0.41999832000672,0.0,-0.07762557077625576,,,,,,0,,,0,,,,,-0.267999328002688,0.0
-1,800,KELP,2024.0,1.0,2023.0,29.0,,,2027.0,30.0,,,,,2025.5,-5.5078125,-7974.5,-0.000493461633358061,-0.0004935834256180456,2026.4,2026.3187776253621,0.0002813084081901272,-0.0004934007722785516,-1.6431676725153217,,2026.780670577861,,,,,2027.3418006993368,-0.6114251866929408,-0.4001014015608965,-0.21132378513204425,,,,,2027.931120537004,,,,,,,,,,,,,-0.93548085328757,,-7459.992064541727,-0.000493461633358061,-0.00990099009900991,,,,,,0,,,0,,,,,-0.287096170657514,0.0
-1,900,KELP,2024.0,23.0,,,,,2027.0,23.0,,,,,2025.5,-30.1875,0.0,0.0,0.0,2026.2,2026.0458517502416,0.0002813084081901272,-0.0004934007722785516,-1.0434983894998098,2026.55,2026.5478213818863,,,-1.2625275852884008,,2027.1663911089238,-0.6799525812416505,-0.4560716374970473,-0.22388094374460316,,,,,2027.8357824767295,,,,,,,,,,,,,0.0,-0.16070842663030147,0.0,-0.000493461633358061,-0.040000000000000036,,,,,,0,,,0,,,,,-0.1,0.0
