day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,mid_price_change,effective_spread,mid_price_future,price_impact,realized_spread,mid_price_pct_change,trade_size_proxy,amihud,volume_imbalance,vpin_proxy,roll_cov,roll_spread,kyle_lambda_20,kyle_lambda_40,return_autocorr_1,return_autocorr_5,return_autocorr_10,volatility_10,range_volatility_10,volatility_20,range_volatility_20,volatility_50,range_volatility_50
-1,0,KELP,2028.0,1.0,2026.0,2.0,2025.0,29.0,2029.0,31.0,,,,,2028.5,0.0,,0.0,2026.5,-2.0,-2.0,,16.0,0.0,30.0,,,,,,,,,,,,,,
-1,100,KELP,2025.0,24.0,,,,,2028.0,2.0,2029.0,22.0,,,2026.5,-13.42578125,-2.0,0.0,2027.0,0.5,-0.5,-0.0985950209514419,13.0,0.0075841740410798305,22.0,,,,,,,,,,,,,,
-1,200,KELP,2025.0,22.0,,,,,2028.0,20.0,,,,,2026.5,-30.28125,0.0,0.0,2026.5,0.0,0.0,0.0,21.0,0.0,2.0,,,,,,,,,,,,,,
-1,300,KELP,2025.0,31.0,,,,,2028.0,2.0,2029.0,29.0,,,2026.5,-50.578125,0.0,0.0,2025.5,-1.0,-1.0,0.0,16.5,0.0,29.0,,,,,,,,,,,,,,
-1,400,KELP,2025.0,27.0,,,,,2028.0,27.0,,,,,2026.5,-62.7109375,0.0,0.0,2025.5,-1.0,-1.0,0.0,27.0,0.0,0.0,,,,,,,,,,,,,,
-1,500,KELP,2025.0,30.0,,,,,2028.0,30.0,,,,,2026.5,-67.703125,0.0,0.0,2025.0,-1.5,-1.5,0.0,30.0,0.0,0.0,,,,,,,,,,,,,,
-1,600,KELP,2026.0,5.0,2025.0,31.0,,,2028.0,25.0,,,,,2027.0,-55.8828125,0.5,0.0,2026.0,-1.0,-1.0,0.02467308166789195,15.0,0.001644861145451827,20.0,,,,,,,,,,,,,,
-1,700,KELP,2025.0,2.0,2024.0,23.0,,,2028.0,23.0,,,,,2026.5,-37.953125,-0.5,0.0,2025.0,-1.5,-1.5,-0.024666995559941007,12.5,0.001973343858044416,21.0,,,,,,,,,,,,,,
-1,800,KELP,2024.0,1.0,2023.0,29.0,,,2027.0,30.0,,,,,2025.5,-5.5078125,-1.0,0.0,2026.0,0.5,-0.5,-0.049346163335806104,15.5,0.00318360290164619,29.0,,,,,,,,,,,,,,
-1,900,KELP,2024.0,23.0,,,,,2027.0,23.0,,,,,2025.5,-30.1875,0.0,0.0,2026.5,1.0,-1.0,0.0,23.0,0.0,0.0,0.8073874367348619,,,,,,,,,0.13324195875364941,,,,
-1,1000,KELP,2024.0,26.0,,,,,2026.0,6.0,2027.0,26.0,,,2025.0,-31.984375,-0.5,0.0,2026.0,1.0,-1.0,-0.024685262898049842,16.0,0.001542819288507562,20.0,0.7546170160332369,,,,,,,,0.034964786920911047,0.13818875091595387,,,,
-1,1100,KELP,2025.0,6.0,2024.0,26.0,,,2027.0,2.0,2028.0,24.0,,,2026.0,-37.546875,1.0,0.0,2025.0,-1.0,-1.0,0.049382716049373165,4.0,0.01234537037808384,4.0,0.6925203919554616,,,,,,,,0.027161153676875844,0.13325657022715837,,,,
-1,1200,KELP,2024.0,21.0,,,,,2026.0,8.0,2028.0,21.0,,,2025.0,-43.171875,-1.0,0.0,2025.0,0.0,0.0,-0.049358341559724295,14.5,0.0034040000799804345,13.0,0.7816087462018699,,,,,,,,0.030892127554666547,0.12832926443629472,,,,
-1,1300,KELP,2024.0,31.0,,,,,2028.0,31.0,,,,,2026.0,-43.984375,1.0,0.0,2026.0,0.0,0.0,0.049382716049373165,31.0,0.0015929857016388064,0.0,0.5676389561597049,,,,,,,,0.03576865949455184,0.13326875205944397,,,,
-1,1400,KELP,2025.0,3.0,2024.0,25.0,,,2028.0,26.0,,,,,2026.5,-52.6015625,0.5,0.0,2025.0,-1.5,-1.5,0.024679170779862147,14.5,0.0017020000399902173,23.0,0.7386359439568501,,,,,,,,0.03679408155736368,0.13326875205944397,,,,
-1,1500,KELP,2024.0,27.0,,,,,2028.0,27.0,,,,,2026.0,-55.203125,-0.5,0.0,2025.5,-0.5,-0.5,-0.024673081667903052,27.0,0.0009138144550539832,0.0,0.7514446523441316,,,,,,,,0.03761268318098036,0.13820823968259321,,,,
-1,1600,KELP,2024.0,29.0,,,,,2026.0,4.0,2028.0,29.0,,,2025.0,-50.6796875,-1.0,0.0,2025.5,0.5,-0.5,-0.049358341559724295,16.5,0.0029913965103074707,25.0,0.7736385251355157,,,,,,,,0.03894073920851115,0.13821798466849342,,,,
